"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"1185",1185,"Collared Brushturkey","Talegalla jobiensis","Iain Woxvold","1:50","2017-12-03","call","XC558636","06:15","Papua New Guinea","https://xeno-canto.org/558636/download","Talegalla","mp3s/Talegalla1184.mp3"
"1186",1186,"Collared Brushturkey","Talegalla jobiensis","Iain Woxvold","0:40","2017-12-03","call","XC558635","04:05","Papua New Guinea","https://xeno-canto.org/558635/download","Talegalla","mp3s/Talegalla1185.mp3"
"1187",1187,"Collared Brushturkey","Talegalla jobiensis","Iain Woxvold","2:05","2017-12-03","call","XC558634","02:50","Papua New Guinea","https://xeno-canto.org/558634/download","Talegalla","mp3s/Talegalla1186.mp3"
"1188",1188,"Collared Brushturkey","Talegalla jobiensis","Iain Woxvold","2:30","2017-12-03","call","XC558633","00:45","Papua New Guinea","https://xeno-canto.org/558633/download","Talegalla","mp3s/Talegalla1187.mp3"
"1189",1189,"Collared Brushturkey","Talegalla jobiensis jobiensis","Hans Matheve","0:27","2009-07-31","song","XC155729","?","Indonesia","https://xeno-canto.org/155729/download","Talegalla","mp3s/Talegalla1188.mp3"
"1190",1190,"Collared Brushturkey","Talegalla jobiensis","Bas van Balen","0:04","2000-09-06","","XC140728","06:55","Indonesia","https://xeno-canto.org/140728/download","Talegalla","mp3s/Talegalla1189.mp3"
"1191",1191,"Collared Brushturkey","Talegalla jobiensis","Bas van Balen","0:32","2000-09-06","","XC140727","08:45","Indonesia","https://xeno-canto.org/140727/download","Talegalla","mp3s/Talegalla1190.mp3"
"1192",1192,"Collared Brushturkey","Talegalla jobiensis","Phil Gregory","0:43","2010-07-20","call","XC603969","07:00","Papua New Guinea","https://xeno-canto.org/603969/download","Talegalla","mp3s/Talegalla1191.mp3"
"1193",1193,"Collared Brushturkey","Talegalla jobiensis","Iain Woxvold","2:14","2010-02-07","call","XC555959","10:45","Papua New Guinea","https://xeno-canto.org/555959/download","Talegalla","mp3s/Talegalla1192.mp3"
"1194",1194,"Collared Brushturkey","Talegalla jobiensis","JACOB Hervé","1:16","2017-10-24","song","XC395331","?","Indonesia","https://xeno-canto.org/395331/download","Talegalla","mp3s/Talegalla1193.mp3"
"1195",1195,"Collared Brushturkey","Talegalla jobiensis jobiensis","Frank Lambert","0:54","2015-08-02","song","XC267868","05:55","Papua New Guinea","https://xeno-canto.org/267868/download","Talegalla","mp3s/Talegalla1194.mp3"
"1196",1196,"Collared Brushturkey","Talegalla jobiensis jobiensis","Frank Lambert","1:22","2015-08-02","song","XC267866","06:15","Papua New Guinea","https://xeno-canto.org/267866/download","Talegalla","mp3s/Talegalla1195.mp3"
"1197",1197,"Collared Brushturkey","Talegalla jobiensis jobiensis","Frank Lambert","1:50","2015-08-02","song","XC267864","06:00","Papua New Guinea","https://xeno-canto.org/267864/download","Talegalla","mp3s/Talegalla1196.mp3"
"1198",1198,"Collared Brushturkey","Talegalla jobiensis jobiensis","Frank Lambert","0:41","2013-07-19","song","XC167019","09:21","Indonesia","https://xeno-canto.org/167019/download","Talegalla","mp3s/Talegalla1197.mp3"
"1199",1199,"Collared Brushturkey","Talegalla jobiensis","Bas van Balen","0:25","2000-09-06","","XC140729","07:00","Indonesia","https://xeno-canto.org/140729/download","Talegalla","mp3s/Talegalla1198.mp3"
"1200",1200,"Collared Brushturkey","Talegalla jobiensis jobiensis","Niels Poul Dreyer","0:14","1990-07-30","call, song","XC118798","07:00","Papua New Guinea","https://xeno-canto.org/118798/download","Talegalla","mp3s/Talegalla1199.mp3"
"1201",1201,"Collared Brushturkey","Talegalla jobiensis jobiensis","Frank Lambert","1:05","2015-08-02","song","XC267867","05:50","Papua New Guinea","https://xeno-canto.org/267867/download","Talegalla","mp3s/Talegalla1200.mp3"
"1202",1202,"Collared Brushturkey","Talegalla jobiensis jobiensis","Bas van Balen","0:19","2007-05-01","song","XC140961","07:35","Indonesia","https://xeno-canto.org/140961/download","Talegalla","mp3s/Talegalla1201.mp3"
"1203",1203,"Collared Brushturkey","Talegalla jobiensis","Patrik Åberg","2:15","2009-07-12","call","XC40301","?","Indonesia","https://xeno-canto.org/40301/download","Talegalla","mp3s/Talegalla1202.mp3"
"1204",1204,"Malleefowl","Leipoa ocellata","Toby Esplin","0:58","2021-09-17","call, duet","XC729338","06:57","Australia","https://xeno-canto.org/729338/download","Leipoa","mp3s/Leipoa1203.mp3"
"1205",1205,"Malleefowl","Leipoa ocellata","Khristos Nizamis","0:27","2022-03-27","call, dawn song, song","XC712791","06:30","Australia","https://xeno-canto.org/712791/download","Leipoa","mp3s/Leipoa1204.mp3"
"1206",1206,"Malleefowl","Leipoa ocellata","Khristos Nizamis","0:22","2022-03-27","call, dawn song, song","XC712789","06:30","Australia","https://xeno-canto.org/712789/download","Leipoa","mp3s/Leipoa1205.mp3"
"1207",1207,"Malleefowl","Leipoa ocellata","Khristos Nizamis","0:20","2022-03-27","call, dawn song, song","XC712788","06:30","Australia","https://xeno-canto.org/712788/download","Leipoa","mp3s/Leipoa1206.mp3"
"1208",1208,"Malleefowl","Leipoa ocellata","Khristos Nizamis","0:27","2022-03-27","call, dawn song, song","XC712785","06:30","Australia","https://xeno-canto.org/712785/download","Leipoa","mp3s/Leipoa1207.mp3"
"1209",1209,"Malleefowl","Leipoa ocellata","Marc Anderson","0:14","2020-10-05","call","XC679510","07:00","Australia","https://xeno-canto.org/679510/download","Leipoa","mp3s/Leipoa1208.mp3"
"1210",1210,"Malleefowl","Leipoa ocellata","Frank Lambert","0:12","2015-10-20","call","XC407665","08:04","Australia","https://xeno-canto.org/407665/download","Leipoa","mp3s/Leipoa1209.mp3"
"1211",1211,"Malleefowl","Leipoa ocellata","Marc Anderson","0:07","2021-10-08","call","XC679740","07:00","Australia","https://xeno-canto.org/679740/download","Leipoa","mp3s/Leipoa1210.mp3"
"1212",1212,"Maleo","Macrocephalon maleo","Frank Lambert","1:35","2017-08-11","song","XC413693","08:16","Indonesia","https://xeno-canto.org/413693/download","Macrocephalon","mp3s/Macrocephalon1211.mp3"
"1213",1213,"Maleo","Macrocephalon maleo","Frank Lambert","1:56","2017-08-11","song","XC413692","08:10","Indonesia","https://xeno-canto.org/413692/download","Macrocephalon","mp3s/Macrocephalon1212.mp3"
"1214",1214,"Maleo","Macrocephalon maleo","Frank Lambert","4:00","2014-08-20","call","XC196417","06:22","Indonesia","https://xeno-canto.org/196417/download","Macrocephalon","mp3s/Macrocephalon1213.mp3"
"1215",1215,"Maleo","Macrocephalon maleo","Gareth K.","0:38","2014-11-13","call","XC301178","10:00","Indonesia","https://xeno-canto.org/301178/download","Macrocephalon","mp3s/Macrocephalon1214.mp3"
"1216",1216,"Maleo","Macrocephalon maleo","Mike Nelson","1:12","2014-09-15","call","XC203639","07:30","Indonesia","https://xeno-canto.org/203639/download","Macrocephalon","mp3s/Macrocephalon1215.mp3"
"1217",1217,"Maleo","Macrocephalon maleo","Frank Lambert","0:32","2011-08-14","?","XC88258","07:00","Indonesia","https://xeno-canto.org/88258/download","Macrocephalon","mp3s/Macrocephalon1216.mp3"
"1218",1218,"Maleo","Macrocephalon maleo","Paul Noakes","0:41","2006-09-12","?","XC22450","?","Indonesia","https://xeno-canto.org/22450/download","Macrocephalon","mp3s/Macrocephalon1217.mp3"
"1219",1219,"Moluccan Megapode","Eulipoa wallacei","Ross Gallardy","0:34","2017-08-24","call","XC417884","19:30","Indonesia","https://xeno-canto.org/417884/download","Eulipoa","mp3s/Eulipoa1218.mp3"
"1220",1220,"Moluccan Megapode","Eulipoa wallacei","Frank Lambert","0:19","2014-09-13","song","XC202403","08:17","Indonesia","https://xeno-canto.org/202403/download","Eulipoa","mp3s/Eulipoa1219.mp3"
"1221",1221,"Moluccan Megapode","Eulipoa wallacei","Frank Lambert","0:59","2014-09-13","song","XC202400","07:58","Indonesia","https://xeno-canto.org/202400/download","Eulipoa","mp3s/Eulipoa1220.mp3"
"1222",1222,"Moluccan Megapode","Eulipoa wallacei","Frank Lambert","1:07","2014-09-13","call, song","XC202399","07:54","Indonesia","https://xeno-canto.org/202399/download","Eulipoa","mp3s/Eulipoa1221.mp3"
"1223",1223,"Moluccan Megapode","Eulipoa wallacei","Frank Lambert","0:55","2014-09-13","song","XC202405","08:18","Indonesia","https://xeno-canto.org/202405/download","Eulipoa","mp3s/Eulipoa1222.mp3"
"1224",1224,"Moluccan Megapode","Eulipoa wallacei","Frank Lambert","2:04","2014-09-13","song","XC202402","08:02","Indonesia","https://xeno-canto.org/202402/download","Eulipoa","mp3s/Eulipoa1223.mp3"
"1225",1225,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:10","2010-09-17","duet, song","XC63055","12.25","Tonga","https://xeno-canto.org/63055/download","Megapodius","mp3s/Megapodius1224.mp3"
"1226",1226,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:07","2010-09-24","duet, song","XC63014","12.37","Tonga","https://xeno-canto.org/63014/download","Megapodius","mp3s/Megapodius1225.mp3"
"1227",1227,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:05","2010-09-28","duet, song","XC63009","11.25","Tonga","https://xeno-canto.org/63009/download","Megapodius","mp3s/Megapodius1226.mp3"
"1228",1228,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:10","2010-09-28","duet, song","XC63007","11.25","Tonga","https://xeno-canto.org/63007/download","Megapodius","mp3s/Megapodius1227.mp3"
"1229",1229,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:11","2010-09-28","duet, song","XC63005","11.25","Tonga","https://xeno-canto.org/63005/download","Megapodius","mp3s/Megapodius1228.mp3"
"1230",1230,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:10","2010-09-28","duet, song","XC63004","11.25","Tonga","https://xeno-canto.org/63004/download","Megapodius","mp3s/Megapodius1229.mp3"
"1231",1231,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:07","2010-09-28","duet, song","XC63002","11.25","Tonga","https://xeno-canto.org/63002/download","Megapodius","mp3s/Megapodius1230.mp3"
"1232",1232,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:07","2010-09-28","call","XC63001","11.25","Tonga","https://xeno-canto.org/63001/download","Megapodius","mp3s/Megapodius1231.mp3"
"1233",1233,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:08","2010-09-28","duet, song","XC63000","11.25","Tonga","https://xeno-canto.org/63000/download","Megapodius","mp3s/Megapodius1232.mp3"
"1234",1234,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:07","2010-09-28","duet, song","XC62999","11.25","Tonga","https://xeno-canto.org/62999/download","Megapodius","mp3s/Megapodius1233.mp3"
"1235",1235,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:09","2010-09-27","call","XC63056","15.14","Tonga","https://xeno-canto.org/63056/download","Megapodius","mp3s/Megapodius1234.mp3"
"1236",1236,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:05","2010-09-24","duet, song","XC63012","12.37","Tonga","https://xeno-canto.org/63012/download","Megapodius","mp3s/Megapodius1235.mp3"
"1237",1237,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:09","2010-09-24","call","XC63011","12.37","Tonga","https://xeno-canto.org/63011/download","Megapodius","mp3s/Megapodius1236.mp3"
"1238",1238,"Tongan Megapode","Megapodius pritchardii","Huw Lloyd","0:08","2010-09-28","duet, song","XC63006","11.25","Tonga","https://xeno-canto.org/63006/download","Megapodius","mp3s/Megapodius1237.mp3"
"1239",1239,"Micronesian Megapode","Megapodius laperouse laperouse","James Bradley","0:12","2010-05-00","call, song","XC295391","?","Micronesia","https://xeno-canto.org/295391/download","Megapodius","mp3s/Megapodius1238.mp3"
"1240",1240,"Micronesian Megapode","Megapodius laperouse senex","Todd Mark","0:29","2012-11-24","call","XC114482","09:30","Palau","https://xeno-canto.org/114482/download","Megapodius","mp3s/Megapodius1239.mp3"
"1241",1241,"Micronesian Megapode","Megapodius laperouse laperouse","James Bradley","0:05","2010-05-00","duet, song","XC66333","?","Micronesia","https://xeno-canto.org/66333/download","Megapodius","mp3s/Megapodius1240.mp3"
"1242",1242,"Micronesian Megapode","Megapodius laperouse laperouse","James Bradley","0:37","2010-05-00","call","XC66332","?","Micronesia","https://xeno-canto.org/66332/download","Megapodius","mp3s/Megapodius1241.mp3"
"1243",1243,"Micronesian Megapode","Megapodius laperouse laperouse","James Bradley","0:03","2008-06-00","call","XC461788","00:00","Micronesia","https://xeno-canto.org/461788/download","Megapodius","mp3s/Megapodius1242.mp3"
"1244",1244,"Micronesian Megapode","Megapodius laperouse senex","Todd Mark","1:39","2012-11-24","song","XC114481","07:00","Palau","https://xeno-canto.org/114481/download","Megapodius","mp3s/Megapodius1243.mp3"
"1245",1245,"Micronesian Megapode","Megapodius laperouse senex","Todd Mark","1:04","2012-11-24","song","XC114480","07:00","Palau","https://xeno-canto.org/114480/download","Megapodius","mp3s/Megapodius1244.mp3"
"1246",1246,"Nicobar Megapode","Megapodius nicobariensis","Sudhir Garg","0:10","2015-11-26","call","XC335628","00:30","India","https://xeno-canto.org/335628/download","Megapodius","mp3s/Megapodius1245.mp3"
"1247",1247,"Nicobar Megapode","Megapodius nicobariensis","Garima Bhatia","1:20","2015-12-19","call","XC298956","07:10","India","https://xeno-canto.org/298956/download","Megapodius","mp3s/Megapodius1246.mp3"
"1248",1248,"Philippine Megapode","Megapodius cumingii","Byoungsoon Jang","1:19","2022-08-12","song","XC747207","06:57","Malaysia","https://xeno-canto.org/747207/download","Megapodius","mp3s/Megapodius1247.mp3"
"1249",1249,"Philippine Megapode","Megapodius cumingii ss dillwyni","Brendan Sloan","0:55","2019-05-02","song","XC501970","07:00","Philippines","https://xeno-canto.org/501970/download","Megapodius","mp3s/Megapodius1248.mp3"
"1250",1250,"Philippine Megapode","Megapodius cumingii gilbertii","Marc Anderson","1:56","2018-05-05","song","XC415171","03:00","Indonesia","https://xeno-canto.org/415171/download","Megapodius","mp3s/Megapodius1249.mp3"
"1251",1251,"Philippine Megapode","Megapodius cumingii gilbertii","Marc Anderson","2:05","2018-05-05","song","XC415170","23:00","Indonesia","https://xeno-canto.org/415170/download","Megapodius","mp3s/Megapodius1250.mp3"
"1252",1252,"Philippine Megapode","Megapodius cumingii gilbertii","Frank Lambert","1:16","2014-08-29","song","XC193839","18:55","Indonesia","https://xeno-canto.org/193839/download","Megapodius","mp3s/Megapodius1251.mp3"
"1253",1253,"Philippine Megapode","Megapodius cumingii","Patrik Åberg","3:59","2014-01-02","song","XC167087","15:42","Malaysia","https://xeno-canto.org/167087/download","Megapodius","mp3s/Megapodius1252.mp3"
"1254",1254,"Philippine Megapode","Megapodius cumingii","Lim Ying Hien","0:30","2022-08-27","call","XC747896","13:00","Malaysia","https://xeno-canto.org/747896/download","Megapodius","mp3s/Megapodius1253.mp3"
"1255",1255,"Philippine Megapode","Megapodius cumingii dillwyni","Albert Lastukhin","0:16","2016-10-14","call","XC624206","06:30","Philippines","https://xeno-canto.org/624206/download","Megapodius","mp3s/Megapodius1254.mp3"
"1256",1256,"Philippine Megapode","Megapodius cumingii","Jelle Scharringa","0:28","1985-04-04","song","XC568958","06:30","Philippines","https://xeno-canto.org/568958/download","Megapodius","mp3s/Megapodius1255.mp3"
"1257",1257,"Philippine Megapode","Megapodius cumingii","Patrik Åberg","1:37","2014-01-02","song","XC167086","14:29","Malaysia","https://xeno-canto.org/167086/download","Megapodius","mp3s/Megapodius1256.mp3"
"1258",1258,"Philippine Megapode","Megapodius cumingii","Patrik Åberg","3:50","2013-12-22","song","XC166729","09:41","Malaysia","https://xeno-canto.org/166729/download","Megapodius","mp3s/Megapodius1257.mp3"
"1259",1259,"Philippine Megapode","Megapodius cumingii cumingii","Mike Nelson","4:27","2013-08-27","call, song","XC151146","07:30","Malaysia","https://xeno-canto.org/151146/download","Megapodius","mp3s/Megapodius1258.mp3"
"1260",1260,"Philippine Megapode","Megapodius cumingii cumingii","Frank Lambert","0:30","2011-08-26","song","XC89548","05:50","Indonesia","https://xeno-canto.org/89548/download","Megapodius","mp3s/Megapodius1259.mp3"
"1261",1261,"Philippine Megapode","Megapodius cumingii","Desmond Allen","3:47","2004-01-04","song","XC79330","?:?","Philippines","https://xeno-canto.org/79330/download","Megapodius","mp3s/Megapodius1260.mp3"
"1262",1262,"Philippine Megapode","Megapodius cumingii","Arnold Meijer","0:20","2001-08-00","song","XC35770","?:?","Malaysia","https://xeno-canto.org/35770/download","Megapodius","mp3s/Megapodius1261.mp3"
"1263",1263,"Philippine Megapode","Megapodius cumingii dillwyni","Albert Lastukhin & Yuri Glushchenko","0:11","2016-10-10","song","XC345679","07:00","Philippines","https://xeno-canto.org/345679/download","Megapodius","mp3s/Megapodius1262.mp3"
"1264",1264,"Philippine Megapode","Megapodius cumingii gilbertii","Paulo Alves","0:05","2014-08-18","call","XC214644","05:30","Indonesia","https://xeno-canto.org/214644/download","Megapodius","mp3s/Megapodius1263.mp3"
"1265",1265,"Philippine Megapode","Megapodius cumingii gilbertii","Frank Lambert","0:25","2014-08-18","song","XC194151","05:28","Indonesia","https://xeno-canto.org/194151/download","Megapodius","mp3s/Megapodius1264.mp3"
"1266",1266,"Philippine Megapode","Megapodius cumingii cumingii","Frank Lambert","0:07","2011-08-26","song","XC89549","05:50","Indonesia","https://xeno-canto.org/89549/download","Megapodius","mp3s/Megapodius1265.mp3"
"1267",1267,"Sula Megapode","Megapodius bernsteinii","Andrew Spencer","1:30","2020-01-01","song","XC522075","08:00","Indonesia","https://xeno-canto.org/522075/download","Megapodius","mp3s/Megapodius1266.mp3"
"1268",1268,"Sula Megapode","Megapodius bernsteinii","Frank Lambert","0:07","2011-06-27","song","XC95128","08:20","Indonesia","https://xeno-canto.org/95128/download","Megapodius","mp3s/Megapodius1267.mp3"
"1269",1269,"Sula Megapode","Megapodius bernsteinii","Frank Lambert","0:08","2011-06-27","song","XC95129","08:24","Indonesia","https://xeno-canto.org/95129/download","Megapodius","mp3s/Megapodius1268.mp3"
"1270",1270,"Sula Megapode","Megapodius bernsteinii","Frank Lambert","0:57","2011-06-27","song","XC95132","08:15","Indonesia","https://xeno-canto.org/95132/download","Megapodius","mp3s/Megapodius1269.mp3"
"1271",1271,"Sula Megapode","Megapodius bernsteinii","Frank Lambert","0:26","2011-06-27","call, song","XC95131","08:10","Indonesia","https://xeno-canto.org/95131/download","Megapodius","mp3s/Megapodius1270.mp3"
"1272",1272,"Tanimbar Megapode","Megapodius tenimberensis","Ross Gallardy","0:31","2017-08-12","call","XC417490","05:00","Indonesia","https://xeno-canto.org/417490/download","Megapodius","mp3s/Megapodius1271.mp3"
"1273",1273,"Dusky Megapode","Megapodius freycinet","Teus Luijendijk","1:03","1997-08-02","call","XC615167","?","Indonesia","https://xeno-canto.org/615167/download","Megapodius","mp3s/Megapodius1272.mp3"
"1274",1274,"Dusky Megapode","Megapodius freycinet quoyii","Marc Anderson","0:43","2019-09-01","song","XC533525","08:00","Indonesia","https://xeno-canto.org/533525/download","Megapodius","mp3s/Megapodius1273.mp3"
"1275",1275,"Dusky Megapode","Megapodius freycinet quoyii","Marc Anderson","0:11","2019-09-01","song","XC533524","08:00","Indonesia","https://xeno-canto.org/533524/download","Megapodius","mp3s/Megapodius1274.mp3"
"1276",1276,"Dusky Megapode","Megapodius freycinet quoyii","Marc Anderson","0:42","2019-09-01","song","XC533523","08:00","Indonesia","https://xeno-canto.org/533523/download","Megapodius","mp3s/Megapodius1275.mp3"
"1277",1277,"Dusky Megapode","Megapodius freycinet freycinet","Marc Anderson","0:54","2019-08-27","song","XC531691","08:00","Indonesia","https://xeno-canto.org/531691/download","Megapodius","mp3s/Megapodius1276.mp3"
"1278",1278,"Dusky Megapode","Megapodius freycinet freycinet","Marc Anderson","1:26","2019-08-27","song","XC499403","07:00","Indonesia","https://xeno-canto.org/499403/download","Megapodius","mp3s/Megapodius1277.mp3"
"1279",1279,"Dusky Megapode","Megapodius freycinet quoyii","Frank Lambert","0:36","2017-08-15","song","XC413616","08:00","Indonesia","https://xeno-canto.org/413616/download","Megapodius","mp3s/Megapodius1278.mp3"
"1280",1280,"Dusky Megapode","Megapodius freycinet","Ross Gallardy","0:33","2017-07-13","call","XC412317","11:30","Indonesia","https://xeno-canto.org/412317/download","Megapodius","mp3s/Megapodius1279.mp3"
"1281",1281,"Dusky Megapode","Megapodius freycinet","Ross Gallardy","0:05","2017-07-06","call","XC410494","07:30","Indonesia","https://xeno-canto.org/410494/download","Megapodius","mp3s/Megapodius1280.mp3"
"1282",1282,"Dusky Megapode","Megapodius freycinet","Ross Gallardy","0:03","2017-07-06","call","XC410493","07:30","Indonesia","https://xeno-canto.org/410493/download","Megapodius","mp3s/Megapodius1281.mp3"
"1283",1283,"Dusky Megapode","Megapodius freycinet","Brian Cox","0:35","2016-10-12","song","XC366134","08:30","Indonesia","https://xeno-canto.org/366134/download","Megapodius","mp3s/Megapodius1282.mp3"
"1284",1284,"Dusky Megapode","Megapodius freycinet","Patrik Åberg","2:34","2015-01-01","song","XC216785","16:56","Indonesia","https://xeno-canto.org/216785/download","Megapodius","mp3s/Megapodius1283.mp3"
"1285",1285,"Dusky Megapode","Megapodius freycinet","Patrik Åberg","2:39","2015-01-07","song","XC216286","05:28","Indonesia","https://xeno-canto.org/216286/download","Megapodius","mp3s/Megapodius1284.mp3"
"1286",1286,"Dusky Megapode","Megapodius freycinet","Patrik Åberg","0:39","2015-01-07","song","XC216285","05:28","Indonesia","https://xeno-canto.org/216285/download","Megapodius","mp3s/Megapodius1285.mp3"
"1287",1287,"Dusky Megapode","Megapodius freycinet","Patrik Åberg","2:53","2015-01-04","song","XC216283","15:03","Indonesia","https://xeno-canto.org/216283/download","Megapodius","mp3s/Megapodius1286.mp3"
"1288",1288,"Dusky Megapode","Megapodius freycinet quoyii","Frank Lambert","2:04","2014-09-16","song","XC201935","05:47","Indonesia","https://xeno-canto.org/201935/download","Megapodius","mp3s/Megapodius1287.mp3"
"1289",1289,"Dusky Megapode","Megapodius freycinet quoyii","Frank Lambert","1:45","2014-09-08","song","XC196591","09:04","Indonesia","https://xeno-canto.org/196591/download","Megapodius","mp3s/Megapodius1288.mp3"
"1290",1290,"Dusky Megapode","Megapodius freycinet quoyii","Marc Thibault","0:08","2014-07-07","call","XC195373","12:07","Indonesia","https://xeno-canto.org/195373/download","Megapodius","mp3s/Megapodius1289.mp3"
"1291",1291,"Dusky Megapode","Megapodius freycinet quoyii","Marc Thibault","0:50","2014-07-07","call","XC195372","12:04","Indonesia","https://xeno-canto.org/195372/download","Megapodius","mp3s/Megapodius1290.mp3"
"1292",1292,"Dusky Megapode","Megapodius freycinet quoyii","David Gibbs","1:02","1992-00-00","song","XC71671","?","Indonesia","https://xeno-canto.org/71671/download","Megapodius","mp3s/Megapodius1291.mp3"
"1293",1293,"Dusky Megapode","Megapodius freycinet forsteni","George Wagner","1:07","2009-11-02","song","XC42282","04:01","Indonesia","https://xeno-canto.org/42282/download","Megapodius","mp3s/Megapodius1292.mp3"
"1294",1294,"Dusky Megapode","Megapodius freycinet","Arjan Boonman","0:41","2009-11-30","song","XC42157","06:00","Indonesia","https://xeno-canto.org/42157/download","Megapodius","mp3s/Megapodius1293.mp3"
"1295",1295,"Dusky Megapode","Megapodius freycinet","George Wagner","0:38","2007-08-26","call","XC23103","07:07","Indonesia","https://xeno-canto.org/23103/download","Megapodius","mp3s/Megapodius1294.mp3"
"1296",1296,"Dusky Megapode","Megapodius freycinet quoyii","Mike Nelson","0:30","2016-08-07","song","XC687390","07:30","Indonesia","https://xeno-canto.org/687390/download","Megapodius","mp3s/Megapodius1295.mp3"
"1297",1297,"Dusky Megapode","Megapodius freycinet forsteni","Prayitno Goenarto","0:04","2019-01-11","call","XC456352","09:00","Indonesia","https://xeno-canto.org/456352/download","Megapodius","mp3s/Megapodius1296.mp3"
"1298",1298,"Dusky Megapode","Megapodius freycinet forsteni","Prayitno Goenarto","0:06","2019-01-11","call","XC456351","09:00","Indonesia","https://xeno-canto.org/456351/download","Megapodius","mp3s/Megapodius1297.mp3"
"1299",1299,"Dusky Megapode","Megapodius freycinet","Ross Gallardy","0:18","2017-09-06","call","XC409481","07:00","Indonesia","https://xeno-canto.org/409481/download","Megapodius","mp3s/Megapodius1298.mp3"
"1300",1300,"Dusky Megapode","Megapodius freycinet","Mike Nelson","0:14","2015-09-30","song","XC293162","16:30","Indonesia","https://xeno-canto.org/293162/download","Megapodius","mp3s/Megapodius1299.mp3"
"1301",1301,"Dusky Megapode","Megapodius freycinet","Mike Nelson","0:20","2014-09-23","song","XC203944","08:00","Indonesia","https://xeno-canto.org/203944/download","Megapodius","mp3s/Megapodius1300.mp3"
"1302",1302,"Dusky Megapode","Megapodius freycinet","Mike Nelson","3:03","2014-09-23","alarm call","XC203942","09:00","Indonesia","https://xeno-canto.org/203942/download","Megapodius","mp3s/Megapodius1301.mp3"
"1303",1303,"Biak Scrubfowl","Megapodius geelvinkianus","Ross Gallardy","0:36","2017-09-26","call","XC409832","06:30","Indonesia","https://xeno-canto.org/409832/download","Megapodius","mp3s/Megapodius1302.mp3"
"1304",1304,"Biak Scrubfowl","Megapodius geelvinkianus","Ross Gallardy","0:05","2017-09-26","call","XC409831","06:30","Indonesia","https://xeno-canto.org/409831/download","Megapodius","mp3s/Megapodius1303.mp3"
"1305",1305,"Biak Scrubfowl","Megapodius geelvinkianus","Frank Lambert","0:34","2013-07-16","song","XC166882","09:18","Indonesia","https://xeno-canto.org/166882/download","Megapodius","mp3s/Megapodius1304.mp3"
"1306",1306,"Biak Scrubfowl","Megapodius geelvinkianus","Frank Lambert","0:07","2013-07-16","song","XC166881","09:16","Indonesia","https://xeno-canto.org/166881/download","Megapodius","mp3s/Megapodius1305.mp3"
"1307",1307,"Biak Scrubfowl","Megapodius geelvinkianus","Frank Lambert","0:17","2013-07-16","song","XC166880","09:06","Indonesia","https://xeno-canto.org/166880/download","Megapodius","mp3s/Megapodius1306.mp3"
"1308",1308,"Biak Scrubfowl","Megapodius geelvinkianus","Frank Lambert","0:09","2013-07-16","song","XC166883","09:20","Indonesia","https://xeno-canto.org/166883/download","Megapodius","mp3s/Megapodius1307.mp3"
"1309",1309,"Biak Scrubfowl","Megapodius geelvinkianus","Bas van Balen","2:07","1997-01-16","song","XC75910","11:42","Indonesia","https://xeno-canto.org/75910/download","Megapodius","mp3s/Megapodius1308.mp3"
"1310",1310,"Biak Scrubfowl","Megapodius geelvinkianus","Frank Lambert","0:10","2013-07-16","call","XC166879","08:58","Indonesia","https://xeno-canto.org/166879/download","Megapodius","mp3s/Megapodius1309.mp3"
"1311",1311,"Biak Scrubfowl","Megapodius geelvinkianus","Bas van Balen","0:10","2007-04-26","song","XC75882","15:43","Indonesia","https://xeno-canto.org/75882/download","Megapodius","mp3s/Megapodius1310.mp3"
"1312",1312,"Melanesian Megapode","Megapodius eremita","Barry Edmonston","0:50","2019-09-16","call","XC502686","14:30","Papua New Guinea","https://xeno-canto.org/502686/download","Megapodius","mp3s/Megapodius1311.mp3"
"1313",1313,"Melanesian Megapode","Megapodius eremita eremita","Todd Mark","1:08","2014-02-19","call","XC170249","10:30","Papua New Guinea","https://xeno-canto.org/170249/download","Megapodius","mp3s/Megapodius1312.mp3"
"1314",1314,"Melanesian Megapode","Megapodius eremita","Iain Woxvold","0:58","2019-10-22","call","XC543570","06:15","Papua New Guinea","https://xeno-canto.org/543570/download","Megapodius","mp3s/Megapodius1313.mp3"
"1315",1315,"Melanesian Megapode","Megapodius eremita","Frank Lambert","0:53","2015-09-08","song","XC404087","06:25","Solomon Islands","https://xeno-canto.org/404087/download","Megapodius","mp3s/Megapodius1314.mp3"
